(43.61771437, -116.19880867)
(43.61771024, -116.19872449)
(43.61765714, -116.19863308)
(43.6176038, -116.19855301)
(43.61755597, -116.19851128)
(43.61747714, -116.19848215)
(43.61739846, -116.1984795)
(43.61734445, -116.19853927)
(43.61732011, -116.19859443)
(43.61732317, -116.19860163)
(43.61728381, -116.19863531)
(43.61722196, -116.19869497)
(43.6171956, -116.19872185)
(43.61717729, -116.19876114)
(43.61712943, -116.19879588)
(43.61705833, -116.19882662)
(43.61699195, -116.19887165)
(43.61693347, -116.19890356)
(43.61690643, -116.19900648)
(43.61691104, -116.19911633)
(43.61696084, -116.19920129)
(43.61702025, -116.19932096)
(43.61706972, -116.19945107)
(43.61715457, -116.19954208)
(43.61721873, -116.19963336)
(43.61727265, -116.19973593)
(43.61732511, -116.19982767)
(43.61738897, -116.19989707)
(43.61746255, -116.19993784)
(43.61755357, -116.19991319)
(43.61757538, -116.19992916)
(43.61755737, -116.19991383)
(43.61755424, -116.1998862)
(43.61758704, -116.19991121)
(43.61760739, -116.19993137)
(43.61762098, -116.19996961)
(43.61763276, -116.19999149)
(43.6176318, -116.1999962)
(43.61762022, -116.19998594)
(43.617629, -116.19997134)
(43.61763181, -116.19996727)
(43.61763139, -116.19995309)
(43.61763335, -116.19994941)
(43.61763953, -116.19994805)
(43.61764079, -116.19994825)
(43.61764495, -116.19993927)
(43.61764617, -116.19993408)
(43.61764686, -116.19993039)
(43.6176462, -116.19993307)
(43.617646, -116.19993392)
(43.61764555, -116.19992957)
(43.61764207, -116.19992892)
(43.61763908, -116.19992876)
(43.61763974, -116.19992984)
(43.61764001, -116.19993017)
(43.6176391, -116.19993214)
(43.61763643, -116.1999381)
(43.61761398, -116.19995975)
(43.61757557, -116.20004013)
(43.61755925, -116.20016732)
(43.61758775, -116.20027459)
(43.61763994, -116.20038809)
(43.61768691, -116.20053515)
(43.61773358, -116.20066797)
(43.617788, -116.20077957)
(43.61786031, -116.20088918)
(43.61792691, -116.20099285)
(43.61799105, -116.20111347)
(43.61803661, -116.20118144)
(43.61805906, -116.20115005)
(43.61800583, -116.20082534)
(43.61800785, -116.2006954)
(43.61803526, -116.20061258)
(43.61806229, -116.20052263)
(43.61804856, -116.20040093)
(43.61805558, -116.20033408)
(43.61805474, -116.20030411)
(43.61811323, -116.20031808)
(43.61815756, -116.20032474)
(43.61819718, -116.20031315)
(43.61828359, -116.20028188)
(43.61837447, -116.20025651)
(43.61845903, -116.20036898)
(43.61853366, -116.20048874)
(43.61859834, -116.20053351)
(43.61865787, -116.20052546)
(43.61870398, -116.20047671)
(43.61872563, -116.20038954)
(43.61871761, -116.20029608)
(43.6186344, -116.20016757)
(43.61856366, -116.20005758)
(43.61847558, -116.199936)
(43.61841729, -116.19982267)
(43.61837107, -116.19973026)
(43.61832512, -116.19963274)
(43.61825129, -116.19952564)
(43.61818912, -116.19944202)
(43.61812943, -116.19935897)
(43.61823004, -116.19929099)
(43.61835619, -116.19926094)
(43.61845726, -116.19923381)
(43.61852317, -116.19918251)
(43.61858556, -116.19912617)
(43.61865882, -116.19910251)
(43.61870686, -116.19902693)
(43.61877641, -116.19892712)
(43.61884775, -116.19892154)
(43.61889916, -116.19899976)
(43.61888334, -116.19907191)
(43.618873, -116.19915029)
(43.61896516, -116.19925979)
(43.6190528, -116.19936717)
(43.6191226, -116.19946479)
(43.61918535, -116.19957835)
(43.61925388, -116.19969587)
(43.61930342, -116.1997711)
(43.61936072, -116.19984262)
(43.61935787, -116.1998632)
(43.61937271, -116.199917)
(43.61944321, -116.20003016)
(43.61950795, -116.20011994)
(43.61957477, -116.20020981)
(43.61964351, -116.20033685)
(43.61970543, -116.20045864)
(43.61975496, -116.20058012)
(43.61981585, -116.20069889)
(43.61989168, -116.20080523)
(43.61993923, -116.20089611)
(43.6199831, -116.2009997)
(43.62001303, -116.20111268)
(43.62006382, -116.20121839)
(43.62011723, -116.20131229)
(43.62014855, -116.20140305)
(43.62020687, -116.20148605)
(43.62030582, -116.20153981)
(43.62035804, -116.2015366)
(43.62041874, -116.20162194)
(43.62042868, -116.20174601)
(43.62043809, -116.20186465)
(43.62050602, -116.20195201)
(43.62055635, -116.20195861)
(43.62059412, -116.20190674)
(43.62064241, -116.20191273)
(43.62070446, -116.20205428)
(43.62077734, -116.20219429)
(43.62082963, -116.2023179)
(43.62086931, -116.20242937)
(43.62092204, -116.2025682)
(43.62096635, -116.2026624)
(43.62100989, -116.20274118)
(43.62103836, -116.20283321)
(43.62105115, -116.20293216)
(43.62112046, -116.20301253)
(43.62119351, -116.2031247)
(43.62125794, -116.20324446)
(43.62130893, -116.20335508)
(43.62135128, -116.20345976)
(43.62140051, -116.20356834)
(43.62146843, -116.20369302)
(43.62153582, -116.20380226)
(43.62158895, -116.20388072)
(43.62163668, -116.20398513)
(43.62169275, -116.20409405)
(43.62173536, -116.20417854)
(43.62178415, -116.20427906)
(43.62183507, -116.20438214)
(43.62188649, -116.20448459)
(43.62193748, -116.20458095)
(43.62198355, -116.20466692)
(43.62203184, -116.20474999)
(43.62207359, -116.20484557)
(43.6221151, -116.20498647)
(43.62215713, -116.20514472)
(43.62222125, -116.20526879)
(43.62228367, -116.20537371)
(43.62234712, -116.20544246)
(43.6223911, -116.20551732)
(43.62242361, -116.205591)
(43.62248323, -116.20563479)
(43.6225384, -116.205649)
(43.62255867, -116.20568079)
(43.62256259, -116.20570472)
(43.6225647, -116.20572024)
(43.62257992, -116.20571754)
(43.62259073, -116.20575946)
(43.62264304, -116.20583037)
(43.62269239, -116.20586074)
(43.62273261, -116.20586572)
(43.62279721, -116.20571073)
(43.62288327, -116.20553713)
(43.6229564, -116.20541271)
(43.62303256, -116.20531801)
(43.62309386, -116.20524202)
(43.62315778, -116.20517209)
(43.62322254, -116.20511533)
(43.62329885, -116.20506582)
(43.62336361, -116.2050023)
(43.62341325, -116.20492012)
(43.62348515, -116.20484323)
(43.62355301, -116.20477302)
(43.6236295, -116.20472978)
(43.62370658, -116.20465999)
(43.6237692, -116.20459197)
(43.62383106, -116.20453753)
(43.6239032, -116.20447039)
(43.62393654, -116.20442799)
(43.62401705, -116.20432471)
(43.624097, -116.20424508)
(43.62417306, -116.20418532)
(43.62422715, -116.20416466)
(43.62432361, -116.20412336)
(43.62445096, -116.20397848)
(43.62454495, -116.20387062)
(43.62463018, -116.2037852)
(43.62469586, -116.20369453)
(43.62472621, -116.20364691)
(43.62474528, -116.2036154)
(43.62474959, -116.20359531)
(43.62477823, -116.20358203)
(43.62486425, -116.20353494)
(43.62495656, -116.20350004)
(43.62504302, -116.20346872)
(43.62512956, -116.20347178)
(43.62519818, -116.20345018)
(43.62526178, -116.20341097)
(43.62531695, -116.20342255)
(43.62537989, -116.20343678)
(43.62543662, -116.20343843)
(43.62546815, -116.20344561)
(43.62551499, -116.20345131)
(43.62558836, -116.20346411)
(43.62566845, -116.20348297)
(43.62575405, -116.20350444)
(43.62581575, -116.20349467)
(43.6258936, -116.20348647)
(43.62597504, -116.20348384)
(43.62605471, -116.20348242)
(43.62612374, -116.20348156)
(43.6261996, -116.20347416)
(43.62628144, -116.20347663)
(43.62635957, -116.2034746)
(43.62644024, -116.20347478)
(43.62651499, -116.20348623)
(43.62656912, -116.20349472)
(43.62663822, -116.20349512)
(43.62672133, -116.20349745)
(43.62681941, -116.20350464)
(43.62692094, -116.20350231)
(43.6270205, -116.20349121)
(43.62712987, -116.20348599)
(43.62722054, -116.20348845)
(43.62731119, -116.20349119)
(43.62738692, -116.20350732)
(43.62743024, -116.20352788)
(43.62749352, -116.20351572)
(43.62756916, -116.2034987)
(43.62767105, -116.20348579)
(43.62776888, -116.20347262)
(43.62785741, -116.20345084)
(43.62794896, -116.20344625)
(43.62801772, -116.20344723)
(43.62808585, -116.20345532)
(43.62815544, -116.20345853)
(43.62823728, -116.20344938)
(43.62831502, -116.20344948)
(43.62838724, -116.20345984)
(43.6284348, -116.20346905)
(43.62851292, -116.20347373)
(43.62862888, -116.20348011)
(43.62868393, -116.20346081)
(43.62874429, -116.20343994)
(43.62882322, -116.20342107)
(43.62891512, -116.2034421)
(43.62903109, -116.20344906)
(43.62913777, -116.20345792)
(43.62922514, -116.20345341)
(43.62931997, -116.20344157)
(43.62943807, -116.20342589)
(43.62950457, -116.20339652)
(43.62954024, -116.20334943)
(43.62963457, -116.20333312)
(43.62968995, -116.20337732)
(43.62973324, -116.20344149)
(43.62979718, -116.20346653)
(43.62990683, -116.20350092)
(43.6300437, -116.20344123)
(43.63013078, -116.20345501)
(43.63023784, -116.20346307)
(43.63030201, -116.20345091)
(43.63036935, -116.20343007)
(43.63044619, -116.20343354)
(43.63054329, -116.20346963)
(43.63064053, -116.20347736)
(43.63074506, -116.20347985)
(43.63083123, -116.20348601)
(43.6309253, -116.2034745)
(43.63101861, -116.20346673)
(43.63110928, -116.20346142)
(43.63119823, -116.2034658)
(43.63125313, -116.20345082)
(43.63132164, -116.20343436)
(43.63140297, -116.2034369)
(43.63152411, -116.20345593)
(43.63164223, -116.20347178)
(43.63173422, -116.20348722)
(43.63181767, -116.20349727)
(43.63190357, -116.20348197)
(43.63198757, -116.20345054)
(43.63207335, -116.2034186)
(43.63219497, -116.20341415)
(43.63228225, -116.20341755)
(43.6323826, -116.20342369)
(43.63247583, -116.20343259)
(43.63256962, -116.20343092)
(43.63264891, -116.20343464)
(43.63271695, -116.20344942)
(43.63277152, -116.20345139)
(43.63283052, -116.20345334)
(43.63288749, -116.20346801)
(43.63294197, -116.20346801)
(43.63303482, -116.20346066)
(43.633139, -116.20346296)
(43.63322061, -116.20347109)
(43.63329327, -116.20346937)
(43.63338856, -116.20346521)
(43.63347692, -116.20345998)
(43.6335796, -116.20346727)
(43.63368213, -116.20348036)
(43.63377298, -116.20349547)
(43.63383863, -116.20347063)
(43.63392467, -116.20345364)
(43.63400966, -116.20344411)
(43.63407434, -116.2034347)
(43.63415343, -116.20343107)
(43.63424157, -116.20342017)
(43.63431149, -116.20342146)
(43.63436738, -116.20342982)
(43.63440843, -116.20343332)
(43.63447461, -116.20346775)
(43.63458409, -116.20347977)
(43.63470732, -116.20346948)
(43.63481067, -116.20346323)
(43.63490139, -116.20345311)
(43.63500275, -116.20345092)
(43.63509367, -116.20345645)
(43.63517677, -116.20344145)
(43.6352556, -116.20341948)
(43.63535758, -116.20341175)
(43.6354405, -116.2034185)
(43.63550441, -116.20346492)
(43.6355726, -116.2034832)
(43.63563052, -116.20345869)
(43.63571814, -116.20342917)
(43.6358055, -116.2034152)
(43.6358841, -116.20341419)
(43.63597597, -116.20342083)
(43.63606427, -116.2034198)
(43.63617323, -116.20342569)
(43.63626563, -116.20343161)
(43.6363627, -116.20344738)
(43.63644696, -116.2034554)
(43.63651799, -116.20345951)
(43.6365903, -116.20346474)
(43.63667015, -116.20348461)
(43.63674887, -116.20353844)
(43.63682011, -116.20364848)
(43.63691108, -116.20374735)
(43.63699976, -116.20383921)
(43.63704234, -116.203908)
(43.63707786, -116.20400311)
(43.63713031, -116.20409465)
(43.63717403, -116.2041862)
(43.63723998, -116.20426366)
(43.63729729, -116.20431795)
(43.63736013, -116.20438249)
(43.63738038, -116.20441838)
(43.6374125, -116.20447209)
(43.63746066, -116.20457287)
(43.63757686, -116.20466029)
(43.6376491, -116.20472787)
(43.6376965, -116.20479894)
(43.63777265, -116.20487166)
(43.63783837, -116.20493759)
(43.63791183, -116.20499707)
(43.6379591, -116.20505396)
(43.63802221, -116.20509977)
(43.63812584, -116.2051016)
(43.63817086, -116.20512401)
(43.63821702, -116.20521302)
(43.63828489, -116.20530338)
(43.63835951, -116.20539697)
(43.63843153, -116.20546306)
(43.63854427, -116.20556416)
(43.63870472, -116.20572034)
(43.63876471, -116.2058314)
(43.63879088, -116.20592893)
(43.6388518, -116.2059829)
(43.63891668, -116.20600871)
(43.63897509, -116.2060293)
(43.63903249, -116.20608716)
(43.63908175, -116.20618111)
(43.63914332, -116.20624392)
(43.63919372, -116.20631668)
(43.6392401, -116.20640938)
(43.63929305, -116.20652133)
(43.63933311, -116.20662975)
(43.63936647, -116.20673891)
(43.63939833, -116.2067876)
(43.639436, -116.20685359)
(43.63948557, -116.20697668)
(43.63954412, -116.20710076)
(43.63960173, -116.20720843)
(43.63963998, -116.20725743)
(43.63967782, -116.20732053)
(43.63975924, -116.20746665)
(43.63982916, -116.20757678)
(43.63990081, -116.20769944)
(43.63993926, -116.20781097)
(43.63997746, -116.20789973)
